seller_id,seller_state,delivered_orders,items_sold,revenue,average_item_value,revenue_rank
ce3ad9de960102d0677a81f5d0bb7b2d,RJ,1,1,174.21,174.21,2483
2039c5e51785b5dde7cf93ccb3b7be2c,SP,1,1,173.68,173.68,2484
4dab98ca6cd6d3df586203cefd28a042,RS,1,1,173.23,173.23,2485
fc0b214b59a83615fea981c6424a02ae,SP,1,1,172.04,172.04,2486
fc908879b9ca1bd65419e54e50432d38,SP,4,4,171.88,42.97,2487
2f9b7ce230a057a98a9f5df5893ee36c,SP,2,2,171.85,85.93,2488
0b3f27369a4d8df98f7eb91077e438ac,SP,2,2,171.39,85.7,2489
3903c788ded8dc03b5ebab37a2f3e9a1,SP,5,5,171.25,34.25,2490
f049a72cf58fd31b11f8919cade515e7,SP,3,4,170.99,42.75,2491
44717f64ec2a457979cf83c429077666,RS,2,3,170.91,56.97,2492
e4fc40017a6d22c46a14ac2e17f87c3e,PR,1,1,170.29,170.29,2493
3442033154be05bac582e173ef54fd12,SP,1,1,169.39,169.39,2494
4867209cb29b56b92893d7bde3ce8012,SP,1,1,169.15,169.15,2495
d8b8f2cf9ff6ba0389072541cb42498c,GO,1,1,169.01,169.01,2496
f3041c2e75ec683697a6a5ea82192210,MG,1,1,169.0,169.0,2497
2d34636518ba88f5349b732fcf8ba2e4,SP,1,1,168.63,168.63,2498
0b09101900100c0e9d312861fad5a1b9,SP,1,1,168.36,168.36,2499
9523fb39dd240aa958e040f8183d64f3,SP,1,1,168.29,168.29,2500
bca9230d3bbb4efa51872bf605a2f1ad,SP,5,5,168.2,33.64,2501
50a7e551a7b3f8d37cd6e32d8bfbe5ea,SP,1,1,167.96,167.96,2502
3dc69bf2c42f0568a5c4791ec3fd3745,SP,1,1,167.62,167.62,2503
d3891911c2feae53c52fea2bd14054e5,SP,2,2,166.99,83.5,2504
1e47d8b6546eb3a77b1acddcc9406242,SP,1,1,166.71,166.71,2505
941554c5757b73ba0e50aa7732310afc,SP,3,4,166.35,41.59,2506
57a834594e1e9e9219603bfec184eadc,RS,1,1,166.05,166.05,2507
7c4adcc13272c0e26fa23aac642adb7b,RJ,2,2,165.63,82.81,2508
c398bc00a606d33758afd91f4e64fd15,RJ,2,2,165.5,82.75,2509
49f8d2ea7b718d0ce587d34207caf2b4,SP,1,1,165.26,165.26,2510
c7bb64409aa480bb7d0335faaaf3d242,SC,4,4,165.16,41.29,2511
dd39ad39b5d3df33037e141c72497ba6,SP,2,2,164.85,82.43,2512
9fe7c6641c79970ab48185498f547c09,SP,1,1,164.71,164.71,2513
4ddeb3e828550cddc8d45c8bc36ab2d1,SP,1,1,164.45,164.45,2514
fd312b6bf05efac6c3772d5b52205d8a,SP,2,4,164.32,41.08,2515
1b0b0f4f95e962d6f32fe90c759d0479,SP,2,2,163.17,81.59,2516
59bbc819b99a733f02f0d6b49d1c253d,SP,2,2,162.75,81.38,2517
b7ba853e9551f4558440881fd3e5c815,RS,1,1,162.6,162.6,2518
19d62d484cba71963c93f0f00ab42013,SC,1,1,162.59,162.59,2519
3bb32fedaa74e4ad20f4ce067733bd31,SC,2,3,162.56,54.19,2520
f664f98bfda2eaf266a23ff144e7a872,SP,2,2,161.8,80.9,2521
461ff5303b6c9c1a4a07f40c5aece516,PR,3,3,161.43,53.81,2522
398cb257329ef7af7f1943a8974a3cbc,BA,1,1,161.37,161.37,2523
92c8bc6e8f925792247656fed09aad65,SP,2,2,161.24,80.62,2524
8eb88b0acb3f90a717ad659221471fa7,SC,2,2,160.67,80.33,2525
e8ff5a6ceb895583033fc2a0f314e3c2,SC,1,1,158.97,158.97,2526
ab91571efab27993ff2f6b36e38055c3,SP,3,4,158.93,39.73,2527
36f98ad67cc981f50ce8aed093d5783c,PR,2,2,158.62,79.31,2528
1fbe10c70e30765ed1de86d9f7e98409,SP,2,6,158.11,26.35,2529
e82de6494d91d3c4c54450f59b227a94,SP,3,3,157.7,52.57,2530
741f8c587cb4248ebc5b779a0e8e0e51,SP,5,5,157.64,31.53,2531
be1e9e378700cecaa4ebf71433d7915c,SP,2,2,157.51,78.75,2532
e00d85ce20ea50c1224c66ca5050527d,SP,1,1,157.3,157.3,2533
4c4d546adf3c3868fe19c9ec6e9ffda9,PR,2,3,157.09,52.36,2534
062c325cd6a2b87845fab56b4ec2eeae,SP,2,2,157.08,78.54,2535
40ec8ab6cdafbcc4f544da38c67da39a,PR,2,2,157.0,78.5,2536
59de1d4c8c057c2a53acd4ca66531af2,PR,1,1,156.75,156.75,2537
712efd3b68f9686dc856b84abd0f21ae,PR,1,1,156.16,156.16,2538
4a5b36211b1f51bf7eaa5c10a57fa483,RJ,1,1,155.26,155.26,2539
bf0045791395e66460eb04749c68672a,SP,2,2,155.25,77.63,2540
876182d1918783bbe15233febfbd4926,SP,3,3,155.0,51.67,2541
26e2e5033827d2ba53929f43e03d8ffe,SP,1,1,154.78,154.78,2542
96e5dc09087bad639b4ee193104ec2e5,RJ,2,2,154.44,77.22,2543
aa1eb17b9fdf6dfd546e25c45c7b9235,SP,3,4,154.26,38.56,2544
f114dca2828bf718548db175ebe2cfcd,PR,1,1,152.99,152.99,2545
519a7aa428f18d125a283cf8c014fdd6,SC,3,3,152.8,50.93,2546
934ed5cd1b9c1c7382d0a94a94b9e639,PR,1,1,152.47,152.47,2547
788f22bafdd7ab0e1e79f19db72f16a4,SP,2,2,152.04,76.02,2548
4e42581f08e8cfc7c090f930bac4552a,SP,1,2,151.8,75.9,2549
13dd308f81fea30cc670c656b2b46cc3,SP,3,3,151.14,50.38,2550
5f57db27027655e6c6a391601daa0258,ES,1,1,151.04,151.04,2551
910a922b426b7ff95eaee129ad6c0e1f,SP,2,2,150.96,75.48,2552
8c351ed7c326c62123318f4f3246e906,SP,2,2,150.66,75.33,2553
4c60877808f4318ef1107fbeb8f89afa,SP,2,2,150.63,75.31,2554
b416191c9813d821a295cfabafff4161,SP,2,2,150.14,75.07,2555
0f80a40c312b2472dca482cf50f5186f,SP,1,1,150.0,150.0,2556
74c7dec0a384d8a05950e629bd23bde9,SP,4,4,149.79,37.45,2557
d4a5e99e0dd915df64ba55a7fbd583fd,SP,2,6,149.75,24.96,2558
296729ffb9b684050dd24836dac4494a,SP,2,2,149.61,74.81,2559
739c7d7be81f63812dea0d1b1451c651,PB,2,2,149.3,74.65,2560
e88165a185134e13fdfc85d4fa654db8,SP,2,2,149.22,74.61,2561
d8bf0fc082fd4a77fc2e5679b6c00133,SP,1,1,149.04,149.04,2562
570d4583587a5fe2d47c7be89b91ad27,SP,2,2,148.92,74.46,2563
2fa13c8bd5705d279f7ed5cc9ec61c68,SP,2,4,148.7,37.17,2564
c87abc38c8ed3240861729e1aeadf221,SP,1,1,148.68,148.68,2565
db6a4d4b5f1f5f98820ce6ce2619e2de,SP,1,1,148.15,148.15,2566
693660429f9dc4ff704eb3d88dad54d7,SP,2,2,148.12,74.06,2567
52454f90d4c30c016768db02f88c1a74,SP,3,5,147.67,29.53,2568
7c4402417d51474d4d0cda9557340e40,SP,1,1,147.59,147.59,2569
2f3d8b4c9e2ee165075331fea3f3095a,SC,1,1,147.35,147.35,2570
a90a5da8b09e44264a177c0374a5ac87,PR,3,3,147.3,49.1,2571
c26ba52cf8d2f34915f2f6b7ffa0a3f3,RJ,3,3,146.22,48.74,2572
cd52a8efd71af3336b14b5039b951cc1,SP,2,2,146.1,73.05,2573
2b5ed0c9139dae8883a200dfcb272ece,SP,4,4,144.75,36.19,2574
70126eecc6aa1274392a1743866e9678,SP,3,3,144.74,48.25,2575
e732329483fd5f27367dd997b47f598a,SC,1,1,144.47,144.47,2576
dc120d932ddf9d4dfb6fd68beefda622,PR,1,1,144.44,144.44,2577
c092292535a57dacd95a8765f5518f87,RJ,1,1,143.98,143.98,2578
b6f52e346160519c24a23af05410ad32,SP,1,1,143.25,143.25,2579
e5c84227854980f1db19a58958c551d9,PR,4,4,141.64,35.41,2580
e5def42655b7490edac5a56fe8e9e603,SP,1,1,141.42,141.42,2581
e9b6c33b71b67737693b4cfa68341c8d,SP,1,1,141.39,141.39,2582
160851d3ece7aa1a510f8d1a4bb8a8af,SP,2,2,141.15,70.57,2583
11d4c477d09821164bca4f70a2eae031,SP,3,4,140.86,35.22,2584
a69aa24cec11168e7e39a3fbc727e925,SP,3,3,140.29,46.76,2585
bba8d0c234a52b87b3957037a215d1a4,GO,1,1,139.53,139.53,2586
003554e2dce176b5555353e4f3555ac8,GO,1,1,139.38,139.38,2587
cb5ff1b9715e99589f3e0c7a6afab9e3,PR,4,4,139.03,34.76,2588
d52cbce9845184537284a23c3bc3da0e,SC,2,4,138.78,34.7,2589
01266d4c46afa519678d16a8b683d325,PR,3,3,137.48,45.83,2590
00d8b143d12632bad99c0ad66ad52825,MG,1,1,137.1,137.1,2591
a353b1083c9863d756d9404695016d64,ES,1,1,137.09,137.09,2592
35281d148dcf7134bae913c57db4e6da,SP,1,1,137.02,137.02,2593
4be9ae93c4fc0f41713d71a4194ee1b3,MG,1,1,136.97,136.97,2594
fc5a0d7a310a7a41abf86a458585ff2b,SP,1,1,136.97,136.97,2594
164a5a8794e6d42e14f55e447b12a3bc,PR,1,1,136.76,136.76,2596
781a66c0d89e30814d49fe8b5e14cd07,SP,1,1,136.3,136.3,2597
d1aa1ec0839dcab73a6161130eb1f94a,PR,1,1,136.04,136.04,2598
07a9bc7f61396b658ddf3ac534efe44c,SP,1,1,135.49,135.49,2599
a150c540f572d0fb53992264bc5c10b5,SP,1,1,135.49,135.49,2599
6235903333ba7de1928c869e268e5964,SC,1,1,135.48,135.48,2601
7994081388d55b9cf976c050653dd359,SP,1,1,134.6,134.6,2602
8dd386be0767c330276ea6a3f96532d3,SC,1,2,134.48,67.24,2603
d8d9567d0bfb0bc7eb845a205ba42657,SP,4,4,134.31,33.58,2604
623ad9d0c1e14bb5464a8c72bff7b4af,MG,1,1,133.96,133.96,2605
674207551483fec113276b67b0d871ff,SP,1,1,133.84,133.84,2606
9c3a1c416c765687bc79a04113269929,MG,1,1,133.8,133.8,2607
0dfbed20065e425d2eaefb101f9816c0,SP,3,3,133.6,44.53,2608
9bf11dfc0bec77e5a23028043c3c5a8f,MG,1,1,132.06,132.06,2609
1cbcd2ee0afb3fc09963b87eb65e7e4f,PR,1,3,130.65,43.55,2610
2c9005d8043aff18b8557ffb7b13cda4,ES,1,1,129.64,129.64,2611
782f78b632a43875dd5b53e3e49c9564,SP,1,2,129.56,64.78,2612
93bef6edaa84956e8e575016449b6351,SP,1,1,129.56,129.56,2612
43b2c864251aa0ce4030c746984e088a,DF,2,2,129.32,64.66,2614
011b0eaba87386a2ae96a7d32bb531d1,SP,1,2,129.16,64.58,2615
324583d68897f5ddbaf38f6248322176,SP,2,3,127.99,42.66,2616
28d162ab86bb49d719c32f0ee6186eaa,SP,1,1,127.2,127.2,2617
62de60d81c55c29d76a6bce418b31cef,SP,1,1,126.87,126.87,2618
80cfd480be3eb6d6267139f5cb793555,SP,1,1,126.34,126.34,2619
f43827dd686be3a4a80e00aa299990fb,SP,1,2,125.74,62.87,2620
ec2e006556300a79a5a91e4876ab3a56,SP,2,6,125.73,20.96,2621
be67f78487e2cecb0d55bc769709e4f5,MG,1,1,125.64,125.64,2622
eaaa46e98c9e61f6764dd1d7a2ab8b3e,RN,1,1,125.64,125.64,2622
7bb8fac2913a6064ec412e583c6d8b4d,SP,1,1,125.52,125.52,2624
60da8bfa7eebe230b7d66ac4082d79b3,SP,3,3,125.27,41.76,2625
443d880f15cbd3572885e1d44bf2c478,SP,1,2,125.0,62.5,2626
e09887ca8c7bf8a4621ce481820414ef,SP,2,3,124.57,41.52,2627
253c025bab43881055aeecde5e2d8b77,PR,2,2,124.33,62.16,2628
b8d890108a7a80e4f5d59eea9f362438,PR,2,3,124.29,41.43,2629
2aafae69bf4c41fbd94053d9413e87ee,RS,2,2,123.87,61.94,2630
5741dc2bf5044c34d0698681c5081bed,SP,3,3,123.75,41.25,2631
db1f0f7c7e5e87f40b62226f020bb297,PR,3,3,123.73,41.24,2632
889009a0ed0bb52c87819941192931b8,SP,1,1,122.98,122.98,2633
a4fc6eadaff1576af888509a53420f6a,SP,1,1,121.62,121.62,2634
247587846358bb1d2e4c6522020b36fe,SP,1,1,121.51,121.51,2635
05aebce0b5c8f0d41b29b686f2d05fd3,SP,2,2,120.88,60.44,2636
9d213f303afae4983637247556438ede,SP,2,3,120.81,40.27,2637
4fae87d32467e18eb46e4a76a0a0b9ce,RS,1,1,120.8,120.8,2638
db7ed69a53aa9fb1c01930ba54a88bbe,SP,1,1,120.78,120.78,2639
4cc43a222a0f94910728b62b97a8c5f8,SP,1,1,120.76,120.76,2640
a2b911e9ad40dc7d61c142a4683e2d85,RJ,1,1,120.3,120.3,2641
2cb98e27ce1c18abdb42209b34c382a7,SP,1,1,119.7,119.7,2642
2d20f1cd18725c91147da0791d498022,PR,1,1,119.69,119.69,2643
4fe2f67634d00c021aa01f96b6f2d68e,PR,2,2,118.84,59.42,2644
271b8923c6a549e02d3c9fd1f8c0422b,SP,1,1,118.59,118.59,2645
028872bfa080090a9d0abd4f1af168f8,MG,1,3,117.87,39.29,2646
74a9b9bddf14ece02beb81f52c41a88d,SP,2,2,117.06,58.53,2647
79b93a308a97792cf53ac75f46da00b5,RJ,1,1,116.04,116.04,2648
17998cf586426bf0f2c3726cb0a4b211,MG,2,2,115.52,57.76,2649
26562f211dd1364af2a8596dc945e8ae,SP,2,2,115.11,57.55,2650
aa8af66c623d7d544dfe4bb85b5ebe3b,MG,1,1,114.57,114.57,2651
aa17b35ce4de7b565be3249ba838944f,SP,2,2,114.0,57.0,2652
3d2400ac620cffa23ac81bd192f7f555,SP,1,1,113.9,113.9,2653
6b2612338467c08c9b25f0cc55b1578d,PR,1,1,113.87,113.87,2654
1c742ac33582852aaf3bcfbf5893abcf,MG,1,1,113.69,113.69,2655
8fff28c4263ddec387f28d237fb42773,SP,2,4,112.63,28.16,2656
918f6fbcf3ab724d805867303e593a1b,SP,2,3,112.58,37.53,2657
376d67b61dce0c990155286e7ae486a4,SP,1,1,111.91,111.91,2658
270572bb714b00531be85e16e1550f26,SP,1,1,111.76,111.76,2659
a7c53f6b3b61adbdaa99dda97e8cbd56,SP,1,1,110.3,110.3,2660
a5ff20ff766e7f50bd5066f33da14413,SP,2,4,110.17,27.54,2661
65c255b299faf2d12050937cc219c46c,SP,2,2,110.08,55.04,2662
00ab3eff1b5192e5f1a63bcecfee11c8,SP,1,1,110.08,110.08,2663
7a704e63bb29c446869efde5d57524c8,PR,1,1,109.9,109.9,2664
154bdf805377afea75a3bd158e9eab10,SP,1,1,109.72,109.72,2665
22a23e5ac7061fc538cc2a019afaaf16,MG,1,1,109.42,109.42,2666
166e8f1381e09651983c38b1f6f91c11,SC,2,2,109.0,54.5,2667
6d04126aba80df143fd038e711b8fd96,RJ,1,1,108.86,108.86,2668
d7d517afce974cd491b8d52bb5b5b1fc,SP,1,1,108.72,108.72,2669
a72f15980dc3e9bfd1a49ac9b2f3af65,SP,1,1,108.63,108.63,2670
dd264199fc8b687ad029de7de6d760e6,PR,1,1,108.6,108.6,2671
cac4e0bc1a3269fa2b6ea5e763f6115b,SC,2,3,108.02,36.01,2672
2bdb95a56a36ebbc6640337ac5eac174,SP,1,1,107.9,107.9,2673
5de1c80811ce7007f62f00d971236c09,SC,2,2,107.75,53.88,2674
d598f929fc44e1e38678e7f47250ec04,GO,1,1,107.3,107.3,2675
6624bc09786f0e41ae48dfc5eeb1a9e2,MG,1,1,107.01,107.01,2676
a56a8043ebf66e42119618fb8cf232c6,SC,1,1,106.73,106.73,2677
5305693ffae2d3463377b1f6fe67b15a,SP,1,1,106.55,106.55,2678
e4f121bf6ef8b9a1d4d3e65dd0473fab,SP,2,2,106.46,53.23,2679
f8f35af4634605e6693c17cc3ffff5a8,MG,1,1,106.39,106.39,2680
b86a47b3366e3b5424a7b225781f4908,MG,1,1,106.35,106.35,2681
499185655c29ecfdbfe776ef7cf875b5,RS,1,1,106.33,106.33,2682
e5bd51692380fd8cabb19b756b95e714,SP,2,2,105.75,52.88,2683
dedcab67899479e4ea5dcc4eba47f587,SC,2,2,105.64,52.82,2684
29c322e3f09f886f8bacbe91dfbd979e,RS,1,2,105.57,52.78,2685
466222e777149751370e7e98fb623b0c,RJ,1,1,105.45,105.45,2686
bbf4a892cac7b82422baa711dffb8997,PR,1,1,105.34,105.34,2687
4aba6a02a788d3ec81c03137144d9a80,SC,1,1,105.28,105.28,2688
6187a137b2af59dfdbad8d9f8c373c14,SP,2,2,105.02,52.51,2689
a7b7354cc588f7566a848bcbb1ce3d96,SP,2,2,104.87,52.44,2690
b5dd7151a92ccaaa282cbe9681a05f44,SP,1,1,103.7,103.7,2691
5587130f9850696ed7fafbc91c2cee44,SP,2,2,103.49,51.74,2692
da2782c804606d2a5d8e1760dbb3e7ec,SP,1,1,103.37,103.37,2693
0f519b0d2e5eb2227c93dd25038bfc01,SP,1,1,102.9,102.9,2694
a1bea9970d8f65b240555f99c2214f7f,PR,1,1,102.48,102.48,2695
48e5ee06fb2dc74df1c711a9b6dfac2a,MG,1,3,102.3,34.1,2696
b452cb0ae35044c4a53179c39f49fb06,SP,2,2,101.99,50.99,2697
83f2b4881141ce3fcd4e985125d3279e,SP,3,3,101.38,33.79,2698
42d4b7e70819438f5ada61c965e92d7e,GO,1,3,100.78,33.59,2699
c6381b1321d7d97717a5bb4ed5b77882,SP,2,3,100.01,33.34,2700
43a5d4a57af536fddc96d08be3afdfcb,MG,1,1,99.83,99.83,2701
a7d0f8dd44f57ef6de7f7f02e3d82630,SP,2,2,99.67,49.84,2702
8132b9bd16876e1b0f8808d43825dd48,SC,1,1,98.9,98.9,2703
cd233f8bfa30ebfd651f47ee7d054951,SP,1,1,98.56,98.56,2704
8fb67a334bacec338885b4e9e1708073,PR,1,1,98.42,98.42,2705
52b53f7061969fe471d119b6195da864,SP,1,1,98.37,98.37,2706
dcb7367a92f5ffb89f1e2152ed260285,SP,1,1,98.34,98.34,2707
8cb7c5ddf41f4d506eba76e9a4702a25,GO,1,1,97.88,97.88,2708
97e50a621f8e801f4baf69e08687c192,SP,1,1,97.78,97.78,2709
ca5832c6960267b71041f74bb39e8b12,SC,1,1,97.71,97.71,2710
ba8e85df286308fe68a2ce83a8f8b2d6,SC,1,1,97.66,97.66,2711
1d0646a72178a6fb37ee8082140e06ec,SC,2,2,97.62,48.81,2712
1a8e2d9c38b84a9702ac7922924b0573,SC,1,1,97.0,97.0,2713
b3809b8d4394588a47c8470ea331e135,SP,1,1,96.88,96.88,2714
9fbd5666d8618fa571c4230fafa09bd6,SP,1,1,96.71,96.71,2715
6dd7dce75cd55c1ce255dc38d9f0cd46,SC,1,1,96.33,96.33,2716
c8771b1a10bb99bb34d3c459c5cffb53,SP,1,1,96.1,96.1,2717
c0f3eea2e14555b6faeea3dd58c1b1c3,SP,1,1,95.65,95.65,2718
b3e2faf2c1004d674f16a3aa3197f0e1,SP,3,3,95.24,31.75,2719
47f55702f598c7c6cc8458b0fbc1c49a,MG,1,1,94.77,94.77,2720
8f0fbe2cd4d472157dc1cdef6edecaa9,SP,2,2,94.76,47.38,2721
497709c2976a8fa308730a2dec5b0726,SP,1,2,94.04,47.02,2722
bbd3acfe6de99892e73940d3fdceaf68,SP,2,2,93.55,46.78,2723
fe9d9cf8631285d5982c6e2cf27fb114,MG,1,1,93.54,93.54,2724
c8665a4dd081a2c436b1cd921079d0d9,SP,1,1,93.53,93.53,2725
babcc0ab201e4c60188427cae51a5b8b,SP,1,1,93.13,93.13,2726
f5b84683a9bf9e1df748cf40f601b39c,SP,1,1,92.97,92.97,2727
ec21206b7894c503788a684a7bc822a6,RJ,1,1,92.78,92.78,2728
8b11118053756a9a2932f447e11fc1b5,SP,1,1,91.16,91.16,2729
5a4236931428800e9d9cc04af0987118,SP,1,3,90.66,30.22,2730
24a6daf925d9d591870a66660416de31,SP,2,2,90.08,45.04,2731
723a46b89fd5c3ed78ccdf039e33ac63,RS,1,1,90.04,90.04,2732
f90f77ef2799a27f80d90c425ca944f7,PR,1,1,89.46,89.46,2733
a45765f8afb1e594b22bf9e974b46765,SP,1,1,88.92,88.92,2734
b5b800c4065bebf4d3442311c9857344,SP,1,1,88.81,88.81,2735
76623fde66e6b63b59440fd34160512d,SP,3,3,88.74,29.58,2736
9b1f656ca3060f8af17a50d8a024b533,SP,2,2,88.68,44.34,2737
392f7f2c797e4dc077e4311bde2ab8ce,RN,2,2,88.56,44.28,2738
204b4e07bddef3c9b317f70189135b22,MG,1,1,88.13,88.13,2739
85e7c62c1d6ea078c3897424f867a7c8,SC,2,2,87.7,43.85,2740
933446e9a59dece7ae9175103820ca8f,PR,1,1,87.37,87.37,2741
d4d99b60c4c94cd35acd502cec65dc8d,SP,1,1,87.29,87.29,2742
4003520d80d0bad1d5623f7aa3c63cda,RJ,1,1,86.74,86.74,2743
0a198e95d32b1be2da9424c962a6ebfa,MG,1,1,86.67,86.67,2744
3da38366e7bd9baf6369071f782ecdf0,CE,1,1,86.43,86.43,2745
f0ec78809fe0bc3edb11c9fe5b97b059,SP,2,2,86.26,43.13,2746
d6cd01c59123df02fc226eadbadb5f89,SP,1,1,86.15,86.15,2747
4e92348462c75b6c842b994ce84a0ed4,RS,1,1,85.49,85.49,2748
b5d034ac251546e25afe9067f05c1539,SP,1,1,85.27,85.27,2749
3e51f9cbe317bc3a88f2c76583811ee4,SP,1,1,84.78,84.78,2750
3e35a8bb43569389d3cebef0ce820f69,SP,1,2,84.68,42.34,2751
a3fa18b3f688ec0fca3eb8bfcbd2d5b3,SP,1,2,84.26,42.13,2752
edb65fe661681b1c0de8bd47c8655855,SP,1,1,84.24,84.24,2753
d58d521f3789def2e7a22715e0badd93,SP,2,2,84.2,42.1,2754
eaf6d55068dea77334e8477d3878d89e,SP,3,3,84.01,28.0,2755
d7ab82074b5f1dfba46db123df101bff,SP,2,3,83.97,27.99,2756
c13fb473e7cb8b83ccd543c094df0608,SP,2,2,83.52,41.76,2757
be7a093e5b4d147b36b72bb1f9e415e5,PR,1,1,83.26,83.26,2758
447d377bdb757058acb569025ee18a93,RS,1,1,83.01,83.01,2759
7963e546f34e098b578f9ad102494601,SP,1,1,82.22,82.22,2760
6ebf4eceee4dd9847201c82e77ef8123,RJ,1,1,82.03,82.03,2761
391bbd13b6452244774beff1824006ed,SP,1,1,81.6,81.6,2762
dd5450b022b2d00a2145a66331e1aef6,SC,1,1,81.34,81.34,2763
26f6b7ab07be3e9e69ce82a6552efc19,RJ,2,2,80.75,40.38,2764
217f005bb37ff3aeef5b2ae1788e75ba,SP,2,2,80.13,40.06,2765
a89e143d5211473ae18db9577ee34b64,SP,1,1,79.94,79.94,2766
c32fc744b9160ac853450488e3cfea93,SP,2,2,79.85,39.92,2767
a2a41aedb70551d4a85aa04dc2fced48,SP,2,2,79.73,39.87,2768
9ef932e837d8b7f392c0bfee9d359dc2,SP,1,1,79.56,79.56,2769
ac9b01377919cdbd2a1bbb8d5837c70b,SP,1,1,79.44,79.44,2770
d9b00a97818674c7f8d8b1ef0e689679,PR,1,1,79.08,79.08,2771
2eeb6531ee027a48d401e72bebdd87d3,SP,3,3,78.7,26.23,2772
1d953075c2f0dd990bacf27b83b330f1,MG,1,1,78.32,78.32,2773
52831e5990d0771cb4951d6f12928167,SP,1,1,78.12,78.12,2774
84c945f15571830c1a91a33978e94009,SP,2,2,78.04,39.02,2775
f3511c85f59f8dec53d140501ee8e7a8,PR,1,1,78.01,78.01,2776
f7c31656c19db6275a8acadca289f426,SP,1,1,77.75,77.75,2777
7c462184585ae80bd6e5774c62ce50f2,SP,1,2,77.64,38.82,2778
3a3c180dd702a725bd0ba4117689239e,PR,1,1,77.38,77.38,2779
6a3139c7bf09ece22a4713d956acbe5e,SP,1,1,76.64,76.64,2780
cecd97bc34ed8330bd4cd15713eda670,SC,1,1,76.5,76.5,2781
7315baebc0572ff220d226283dc66728,SP,2,2,76.22,38.11,2782
75fdd0a732287f9497b179f6bd445d32,SP,1,1,76.08,76.08,2783
528ce32f560edd11add4169f6a5b65be,SP,2,2,75.1,37.55,2784
07e8e8fc5222bb358e6f259da3197074,SP,2,2,74.86,37.43,2785
0af2ab31141893d26aca5a404a537dab,SP,1,1,74.51,74.51,2786
c240c4061717ac1806ae6ee72be3533b,RJ,1,1,73.89,73.89,2787
9996ae921c50e8dff411ac69c0b4bb8b,SP,2,3,73.37,24.46,2788
e9e446d01bd10a97a8ffcfc4a3a20cb2,SP,3,3,73.32,24.44,2789
8cf21434553b02cbd37c0bbd07e041b0,SC,1,1,73.21,73.21,2790
d180e07dc1e58c31c3f0cd599dc4d945,MG,1,1,72.96,72.96,2791
9e94fa26a70ede4d26226e918e8706a2,SP,1,1,72.74,72.74,2792
c7246702dc991a06d788120dc7544391,CE,1,1,72.52,72.52,2793
9140ef75cc8211c4035935e80e567204,PR,1,1,72.18,72.18,2794
fe19dce63ae80346207c6c55713d1023,MG,1,1,71.72,71.72,2795
2f1e7b90e01d9f086cbcb301c0c3d406,SC,1,1,71.66,71.66,2796
258447aad3f7b01e2643c89f64dc5647,PR,1,1,71.45,71.45,2797
1d139e3a3b14025640d8df1b230aace0,SP,2,2,71.18,35.59,2798
0ee4fb99ac55ffbbc98795aa01b7f8fa,SP,1,1,70.93,70.93,2799
7b3447b497e55af8c15fc7bd89d7b81a,SP,1,1,70.65,70.65,2800
0936e1837d0c79253456bbb2ffaaef10,SP,1,2,70.02,35.01,2801
9ac75591b69c3402684b6ce0310f22ee,SP,1,1,69.67,69.67,2802
42fb44130ac3134cde8e35cf8ec7df25,SP,2,2,69.28,34.64,2803
3e46a38ee171c503c3b4a3f23fe3bf0c,SP,1,1,69.01,69.01,2804
c1552b1dab6e6f760950368ae61fb600,SP,2,2,68.69,34.34,2805
720e6cf846ea7572cbb66b743fb91e6c,SP,1,1,68.55,68.55,2806
2c2c9832d1bb38c5b0034a3b47d313ee,RS,1,1,68.35,68.35,2807
5415337f1863452476d42d9f14a16a61,MG,1,1,68.35,68.35,2807
c963a25b8671419c6ce9eebe8fd03218,RJ,1,1,68.32,68.32,2809
37303482a42fb700d8d127e70a9cd6c8,SP,1,1,67.01,67.01,2810
ebe3dabc4955c9b0d695e7bda38bf5c3,SP,1,1,66.89,66.89,2811
63704069d9bd3a75c1cf59babe56004a,SP,1,1,66.69,66.69,2812
43753b27d77860f1654aa72e251a7878,BA,1,1,66.28,66.28,2813
2e2f44824ab87a0cb961f68bf4073e7f,PR,1,1,65.93,65.93,2814
1b61fb1f0f2185d89e9a126c498e9cc7,PR,1,1,65.81,65.81,2815
89dda63a3c907c468ec88c310ed91213,SP,1,1,65.39,65.39,2816
58e4b302b54937e55a678c4d15111da4,PR,1,1,64.42,64.42,2817
e0487761face83d64fcada2408959a36,SP,2,2,64.12,32.06,2818
8629a7efec1aab257e58cda559f03ba7,GO,1,1,64.11,64.11,2819
2ef086a599b597572aca4433b7ed6b3d,SC,1,1,64.1,64.1,2820
539ed9e19811677513447759be5eccfc,MG,2,2,63.92,31.96,2821
5cf1ec37aea089f45110c70653a166ab,SP,2,2,63.58,31.79,2822
ce33c6211beaa8fef4cae8b52db39862,SP,1,1,63.52,63.52,2823
51e0557bc7b86de13e946c60ee91ce39,MG,1,1,63.4,63.4,2824
d85efbc8eff2b7adf524e2820569adc8,SP,1,1,63.29,63.29,2825
70c0fda4c313d87115644d39e62eec60,PE,1,1,63.08,63.08,2826
6c9875b2f94ba781186f0c1aed8d1687,SP,2,4,63.05,15.76,2827
7494d0dcba8551df6cf37f1b905dc2f7,SP,1,1,62.97,62.97,2828
0b1ca3ef18a63d7eb0c8897fa0849c08,SP,1,1,62.87,62.87,2829
